Indicator,Month,Facility,Total_Visits,Monthly_Expenditure_USD,Cost_Per_ANC_Visit
fbfJHSPpUQD,202509,Hu31NCRjZlj,15,1068.06,71.2
fbfJHSPpUQD,202509,lELJZCBxz7H,50,692.31,13.85
fbfJHSPpUQD,202511,ARAZtL7Bdpy,11,1430.66,130.06
fbfJHSPpUQD,202508,XJ6DqDkMlPv,9,1167.32,129.7
fbfJHSPpUQD,202505,X3D19LoA2Ij,8,937.23,117.15
fbfJHSPpUQD,202507,JemZqD90S44,25,1039.28,41.57
fbfJHSPpUQD,202602,gmen7SXL9CU,22,2736.51,124.39
fbfJHSPpUQD,202506,wP1zsnNxbSE,17,1032.64,60.74
fbfJHSPpUQD,202512,uNEhNuBUr0i,20,972.66,48.63
fbfJHSPpUQD,202509,wP1zsnNxbSE,13,2240.46,172.34
fbfJHSPpUQD,202505,hBPtNXkQ3mP,19,2188.14,115.17
fbfJHSPpUQD,202507,XctPvvWIIcF,14,2826.44,201.89
fbfJHSPpUQD,202506,MPUiud3BYRq,19,2578.59,135.72
fbfJHSPpUQD,202505,ubsjwFFBaJM,51,594.95,11.67
fbfJHSPpUQD,202604,AKvgfYx5WZq,51,2302.95,45.16
fbfJHSPpUQD,202603,lQIe6vtSe1P,8,2917.72,364.72
fbfJHSPpUQD,202511,pNPmNeqyrim,10,2574.4,257.44
fbfJHSPpUQD,202506,PA1spYiNZfv,16,1268.12,79.26
fbfJHSPpUQD,202603,aF6iPGbrcRk,9,2182.12,242.46
fbfJHSPpUQD,202508,YWXXO0XMkQe,7,820.29,117.18
fbfJHSPpUQD,202507,erqWTArTsyJ,5,1224.69,244.94
fbfJHSPpUQD,202509,voQXVNftP4W,5,2659.7,531.94
fbfJHSPpUQD,202508,TkhwySsXC5V,16,1835.47,114.72
fbfJHSPpUQD,202508,zEsMdeJOty4,76,884.05,11.63
fbfJHSPpUQD,202509,RVAkLOVWSWc,30,2031.57,67.72
fbfJHSPpUQD,202506,foPGXhwhlqp,39,1550.51,39.76
fbfJHSPpUQD,202506,UlgEReuUPM4,50,705.12,14.1
fbfJHSPpUQD,202601,ua5GXy2uhBR,13,1555.25,119.63
fbfJHSPpUQD,202604,aBfyTU5Wgds,15,1175.74,78.38
fbfJHSPpUQD,202508,flJbtXOQ4ha,30,841.73,28.06
fbfJHSPpUQD,202602,EUUkKEDoNsf,10,2689.94,268.99
fbfJHSPpUQD,202512,iMDr2FG7i8Q,20,1469.22,73.46
fbfJHSPpUQD,202509,sFgNRYS5pBo,23,1279.49,55.63
fbfJHSPpUQD,202507,g6y7PS0UQR4,27,1013.55,37.54
fbfJHSPpUQD,202603,FFU3PJ3pY7s,23,1932.18,84.01
fbfJHSPpUQD,202602,zw5ppT2dwZy,17,2529.8,148.81
fbfJHSPpUQD,202602,qIpBLa1SCZt,10,2691.97,269.2
fbfJHSPpUQD,202505,Mi4dWRtfIOC,23,731.83,31.82
fbfJHSPpUQD,202601,NjyJYiIuKIG,36,1723.52,47.88
fbfJHSPpUQD,202603,OjRCvy71kAL,19,2769.81,145.78
fbfJHSPpUQD,202508,NwX8noGxLoz,14,2896.84,206.92
fbfJHSPpUQD,202604,KbO0JnhiMwl,10,1047.63,104.76
fbfJHSPpUQD,202510,pUZIL5xBsve,30,1991.44,66.38
fbfJHSPpUQD,202508,fPe1l06MurL,4,1455.21,363.8
fbfJHSPpUQD,202604,V6QWyB0KqvP,10,562.34,56.23
fbfJHSPpUQD,202506,dU3vTbLRLHy,20,817.32,40.87
fbfJHSPpUQD,202505,n2qFnUIhbq3,28,2469.9,88.21
fbfJHSPpUQD,202511,lmNWdmeOYmV,46,1325.93,28.82
fbfJHSPpUQD,202506,UxpUYgdb4oU,1,1469.82,1469.82
fbfJHSPpUQD,202603,zY9ds4oNZxw,4,2727.45,681.86
fbfJHSPpUQD,202601,u6ZGNI8yUmt,13,2295.4,176.57
fbfJHSPpUQD,202509,mVvEwzoFutG,14,1654.24,118.16
fbfJHSPpUQD,202603,x5ZxMDvEQUb,22,1500.43,68.2
fbfJHSPpUQD,202509,tHUYjt9cU6h,86,561.37,6.53
fbfJHSPpUQD,202505,n3MRjKtwr3O,24,2692.2,112.18
fbfJHSPpUQD,202603,BJ3DJFBKwBR,25,2280.26,91.21
fbfJHSPpUQD,202603,iIQENGb7za6,4,854.25,213.56
fbfJHSPpUQD,202508,YDDOlgRBEAA,47,856.41,18.22
fbfJHSPpUQD,202602,OjXNuYyLaCJ,15,2093.72,139.58
fbfJHSPpUQD,202507,DXegteybeb5,6,2535.6,422.6
fbfJHSPpUQD,202510,GAvxcmr5jB1,4,1710.61,427.65
fbfJHSPpUQD,202511,xEip3dtU8bp,10,2207.17,220.72
fbfJHSPpUQD,202604,jr5hIZcJBXB,21,2158.56,102.79
fbfJHSPpUQD,202509,HMltAwIjIIe,15,2547.82,169.85
fbfJHSPpUQD,202505,NpHsnQ2L1oY,20,699.27,34.96
fbfJHSPpUQD,202511,HTDuY3uxj6u,16,2763.68,172.73
fbfJHSPpUQD,202601,YTQRSW91PxO,8,2364.59,295.57
fbfJHSPpUQD,202509,DIQl5jJ17IE,9,1336.58,148.51
fbfJHSPpUQD,202507,FupvWBUFXr7,25,2128.44,85.14
fbfJHSPpUQD,202505,jhtj3eQa1pM,185,1044.08,5.64
fbfJHSPpUQD,202508,jbfISeV6Wdu,28,648.64,23.17
fbfJHSPpUQD,202508,KcCbIDzRcui,34,2991.88,88.0
fbfJHSPpUQD,202601,uNEhNuBUr0i,7,2903.63,414.8
fbfJHSPpUQD,202512,OwHjzJEVEUN,14,886.75,63.34
fbfJHSPpUQD,202603,mTNOoGXuC39,45,682.82,15.17
fbfJHSPpUQD,202505,t7bcrWLjL1m,14,2133.82,152.42
fbfJHSPpUQD,202509,CvBAqD6RzLZ,29,2221.21,76.59
fbfJHSPpUQD,202601,CvBAqD6RzLZ,20,2218.15,110.91
fbfJHSPpUQD,202511,JU4dWUv0Pmd,22,1371.58,62.34
fbfJHSPpUQD,202511,XXlzHWzhf5d,36,2855.85,79.33
fbfJHSPpUQD,202603,uoPC2z9r7Cc,6,1717.7,286.28
fbfJHSPpUQD,202511,fmLRqcL9sWF,19,1967.73,103.56
fbfJHSPpUQD,202511,OY7mYDATra3,68,2661.2,39.14
fbfJHSPpUQD,202508,qvHMAxtWWK6,51,1480.67,29.03
fbfJHSPpUQD,202509,geVF87N7qTw,16,1239.81,77.49
fbfJHSPpUQD,202509,PcADvhvcaI2,22,705.67,32.08
fbfJHSPpUQD,202604,tGf942oWszb,15,1100.8,73.39
fbfJHSPpUQD,202508,Uo4cyJwAhTW,28,2307.09,82.4
fbfJHSPpUQD,202507,roGdTjEqLZQ,24,2148.99,89.54
fbfJHSPpUQD,202505,W3t0pSZLtrC,21,2958.93,140.9
fbfJHSPpUQD,202602,ua3kNk4uraZ,12,2068.74,172.4
fbfJHSPpUQD,202512,pXDcgDRz8Od,143,2609.66,18.25
fbfJHSPpUQD,202602,GQpxsB7tekR,13,1179.37,90.72
fbfJHSPpUQD,202505,fmkqsEx6MRo,26,1411.24,54.28
fbfJHSPpUQD,202506,GRc9WXp9gSy,19,1798.67,94.67
fbfJHSPpUQD,202509,dtuiqEXYa7z,19,2200.06,115.79
fbfJHSPpUQD,202508,ZOZ4s2gTPj7,11,1350.01,122.73
fbfJHSPpUQD,202505,R0CmUlFULXg,24,2317.08,96.54
fbfJHSPpUQD,202509,u3rHGQGLLP7,14,1106.29,79.02
fbfJHSPpUQD,202603,UqXSUMp19FB,11,2217.55,201.6
fbfJHSPpUQD,202508,XLiqwElsFHO,14,2889.89,206.42
fbfJHSPpUQD,202601,dtuiqEXYa7z,14,791.59,56.54
fbfJHSPpUQD,202506,JU4dWUv0Pmd,31,2778.36,89.62
fbfJHSPpUQD,202509,DF76ZjQtFSg,14,850.3,60.74
fbfJHSPpUQD,202510,gmen7SXL9CU,34,754.47,22.19
fbfJHSPpUQD,202602,DlLBIHdpaTy,4,1660.48,415.12
fbfJHSPpUQD,202508,szbAJSWOXjT,10,1718.56,171.86
fbfJHSPpUQD,202507,cXMQtUId06K,23,706.14,30.7
fbfJHSPpUQD,202506,fAsj6a4nudH,19,2056.91,108.26
fbfJHSPpUQD,202602,VjygCFzqcYu,8,1277.36,159.67
fbfJHSPpUQD,202508,mYMJHVqdBKt,27,1043.86,38.66
fbfJHSPpUQD,202509,H97XE5Ea089,20,1170.88,58.54
fbfJHSPpUQD,202511,Z7UAnjpK74g,31,1050.26,33.88
fbfJHSPpUQD,202508,KQFAul3T9xz,13,674.8,51.91
fbfJHSPpUQD,202509,kd2Aqw5S07V,15,1686.59,112.44
fbfJHSPpUQD,202602,VZ6Cocesljy,18,1611.15,89.51
fbfJHSPpUQD,202604,sYJCxNdKHxR,25,1820.39,72.82
fbfJHSPpUQD,202508,nAH0uNc3b5f,10,2223.29,222.33
fbfJHSPpUQD,202508,IW3guWF3uvF,32,2987.57,93.36
fbfJHSPpUQD,202510,dmdYffw2I0F,10,904.79,90.48
fbfJHSPpUQD,202602,hIpcmjLrDDW,14,1867.09,133.36
fbfJHSPpUQD,202510,NqwvaQC1ni4,13,1317.55,101.35
fbfJHSPpUQD,202509,G5NCnFJ3bbV,30,1199.69,39.99
fbfJHSPpUQD,202602,Qu0QOykPdcD,12,2779.59,231.63
fbfJHSPpUQD,202510,Umh4HKqqFp6,330,1991.28,6.03
fbfJHSPpUQD,202511,yMCshbaVExv,12,1215.7,101.31
fbfJHSPpUQD,202506,xMn4Wki9doK,22,2277.32,103.51
fbfJHSPpUQD,202510,yvDKjcRRQsR,8,861.1,107.64
fbfJHSPpUQD,202508,BqRElDluXGa,12,2081.21,173.43
fbfJHSPpUQD,202604,CEoD9uQVIZB,4,697.74,174.44
fbfJHSPpUQD,202508,Xnif5imKLlT,17,1678.13,98.71
fbfJHSPpUQD,202505,Xnif5imKLlT,20,2634.18,131.71
fbfJHSPpUQD,202601,e5sGsWLEn3k,25,2920.63,116.83
fbfJHSPpUQD,202603,DZaJmtlaBMl,8,2453.06,306.63
fbfJHSPpUQD,202505,KuR0y0h0mOM,59,2715.89,46.03
fbfJHSPpUQD,202602,RJpiHpefEUw,11,553.47,50.32
fbfJHSPpUQD,202603,KiheEgvUZ0i,54,2058.6,38.12
fbfJHSPpUQD,202512,cMFi8lYbXHY,24,1799.25,74.97
fbfJHSPpUQD,202510,inpc5QsFRTm,25,1446.47,57.86
fbfJHSPpUQD,202602,bVZTNrnfn9G,156,1614.34,10.35
fbfJHSPpUQD,202505,KQFAul3T9xz,56,1129.72,20.17
fbfJHSPpUQD,202506,F9zWBqG5Pmi,11,2743.72,249.43
fbfJHSPpUQD,202511,ZZmMpGIE7pD,18,2864.3,159.13
fbfJHSPpUQD,202507,YXdC9hjYPqQ,27,2306.8,85.44
fbfJHSPpUQD,202604,lCEeiuv4NaB,24,1003.22,41.8
fbfJHSPpUQD,202507,kbGqmM6ZWWV,60,1373.08,22.88
fbfJHSPpUQD,202604,Vnc2qIRLbyw,26,1412.88,54.34
fbfJHSPpUQD,202509,YTQRSW91PxO,9,1431.58,159.06
fbfJHSPpUQD,202507,rJ25bHbIujw,22,1067.16,48.51
fbfJHSPpUQD,202601,UugO8xDeLQD,19,2084.4,109.71
fbfJHSPpUQD,202510,Srnpwq8jKbp,13,2179.87,167.68
fbfJHSPpUQD,202601,ke2gwHKHP3z,31,2986.45,96.34
fbfJHSPpUQD,202510,nbMpoRiVRWd,7,1160.04,165.72
fbfJHSPpUQD,202508,byOPfWkK6M6,4,1699.15,424.79
fbfJHSPpUQD,202511,u3B5RqJuDAP,6,616.48,102.75
fbfJHSPpUQD,202507,fUxVOkpX3yi,11,1807.73,164.34
fbfJHSPpUQD,202507,O63vIA5MVn6,53,2897.19,54.66
fbfJHSPpUQD,202507,zCSWBz2pyMd,11,1984.52,180.41
fbfJHSPpUQD,202603,tBRDdxfKbMx,7,1300.98,185.85
fbfJHSPpUQD,202601,CKJ9YS2AbWy,6,2088.39,348.06
fbfJHSPpUQD,202509,F9zWBqG5Pmi,12,1650.7,137.56
fbfJHSPpUQD,202510,GQpxsB7tekR,15,2270.66,151.38
fbfJHSPpUQD,202505,MXdbul7bBqV,23,2073.93,90.17
fbfJHSPpUQD,202601,KaevAHPgkA8,7,643.69,91.96
fbfJHSPpUQD,202602,fXT1scbEObM,10,1601.9,160.19
fbfJHSPpUQD,202603,uedNhvYPMNu,12,976.2,81.35
fbfJHSPpUQD,202512,ltF8BmYAXpQ,9,1984.97,220.55
fbfJHSPpUQD,202507,CTOMXJg41hz,10,2618.28,261.83
fbfJHSPpUQD,202506,ZZmMpGIE7pD,22,824.47,37.48
fbfJHSPpUQD,202509,kFur7xPhpH9,30,2769.62,92.32
fbfJHSPpUQD,202604,KaevAHPgkA8,12,1128.21,94.02
fbfJHSPpUQD,202510,mYMJHVqdBKt,16,2165.9,135.37
fbfJHSPpUQD,202511,fvytjjnlQlK,28,1296.91,46.32
fbfJHSPpUQD,202601,voQXVNftP4W,3,624.8,208.27
fbfJHSPpUQD,202602,mkIugjeYSjE,16,2451.98,153.25
fbfJHSPpUQD,202510,Pw9SihGDbZ5,21,2534.63,120.7
fbfJHSPpUQD,202508,uYTq3TEO2a9,13,993.58,76.43
fbfJHSPpUQD,202506,H97XE5Ea089,11,2462.51,223.86
fbfJHSPpUQD,202506,NqLYdlnK8sc,71,2791.57,39.32
fbfJHSPpUQD,202508,Zq9ATbrmKIa,30,888.78,29.63
fbfJHSPpUQD,202509,IWb1hstfROc,12,2834.99,236.25
fbfJHSPpUQD,202603,v0HMlSxlH7l,12,1078.63,89.89
fbfJHSPpUQD,202506,Ea3j0kUvyWg,60,699.7,11.66
fbfJHSPpUQD,202509,GRc9WXp9gSy,26,2092.91,80.5
fbfJHSPpUQD,202508,XuGfiry96Bg,21,2268.75,108.04
fbfJHSPpUQD,202506,JttXgTlQAGE,10,2709.09,270.91
fbfJHSPpUQD,202505,aXnGiQGhOAj,8,2232.79,279.1
fbfJHSPpUQD,202506,RVAkLOVWSWc,30,2059.76,68.66
fbfJHSPpUQD,202602,dmdYffw2I0F,12,1955.64,162.97
fbfJHSPpUQD,202509,Rp268JB6Ne4,39,1032.79,26.48
fbfJHSPpUQD,202508,Fhko00f3hXT,18,1223.76,67.99
fbfJHSPpUQD,202511,IHa6fsNWsOZ,5,2434.3,486.86
fbfJHSPpUQD,202510,Pr2stbkaSX3,13,2754.63,211.89
fbfJHSPpUQD,202602,cXOR7vSMBKO,9,2926.27,325.14
fbfJHSPpUQD,202505,sYjp3h6amhA,31,2168.96,69.97
fbfJHSPpUQD,202506,HOgWkpYH3KB,9,2804.3,311.59
fbfJHSPpUQD,202505,ZoHdXy2ueVn,25,957.47,38.3
fbfJHSPpUQD,202601,g8upMTyEZGZ,7,998.09,142.58
fbfJHSPpUQD,202512,Bf9R1R91mw4,9,732.12,81.35
fbfJHSPpUQD,202505,EmTN0L4EAVi,23,1796.95,78.13
fbfJHSPpUQD,202602,nbMpoRiVRWd,21,771.41,36.73
fbfJHSPpUQD,202602,MiYhwDprCCA,56,2218.13,39.61
fbfJHSPpUQD,202506,ewh5SKxcCAl,9,700.15,77.79
fbfJHSPpUQD,202512,KYXbIQBQgP1,24,2369.7,98.74
fbfJHSPpUQD,202508,bLYNonGzr0Y,25,2637.97,105.52
fbfJHSPpUQD,202512,e2WgqiasKnD,28,1170.35,41.8
fbfJHSPpUQD,202505,MpcMjLmbATv,27,2909.51,107.76
fbfJHSPpUQD,202510,GjWQK6UA4FO,21,2330.88,110.99
fbfJHSPpUQD,202601,HQoxFu4lYPS,11,540.34,49.12
fbfJHSPpUQD,202508,gE3gEGZbQMi,24,2696.96,112.37
fbfJHSPpUQD,202505,K6oyIMh7Lee,40,2170.98,54.27
fbfJHSPpUQD,202505,YFlZA0y0Vi6,20,1012.36,50.62
fbfJHSPpUQD,202510,fCFdj2T0Bq1,7,965.53,137.93
fbfJHSPpUQD,202509,Zbp8TbiMKVc,2,2246.42,1123.21
fbfJHSPpUQD,202604,ua5GXy2uhBR,20,2244.46,112.22
fbfJHSPpUQD,202602,m21WB5iqHAb,8,2469.55,308.69
fbfJHSPpUQD,202508,hTGeTrwzrPi,5,2433.61,486.72
fbfJHSPpUQD,202507,p9ZtyC3LQ9f,6,2184.88,364.15
fbfJHSPpUQD,202604,uNEhNuBUr0i,16,2386.58,149.16
fbfJHSPpUQD,202507,D6yiaX1K5sO,36,1670.78,46.41
fbfJHSPpUQD,202508,HFyjUvMjQ8H,26,1274.27,49.01
fbfJHSPpUQD,202508,nGb94wPdcqx,8,2462.18,307.77
fbfJHSPpUQD,202604,Zwnfm4rnzbZ,20,1572.9,78.65
fbfJHSPpUQD,202509,a1dP5m3Clw4,19,557.91,29.36
fbfJHSPpUQD,202604,jGYT5U5qJP6,20,1386.52,69.33
fbfJHSPpUQD,202505,rFelzKE3SEp,10,916.28,91.63
fbfJHSPpUQD,202601,lCEeiuv4NaB,22,2319.36,105.43
fbfJHSPpUQD,202603,hLGkoHmvBgI,26,1837.33,70.67
fbfJHSPpUQD,202508,OZ1olxsTyNa,35,2570.03,73.43
fbfJHSPpUQD,202508,bSj2UnYhTFb,23,2993.94,130.17
fbfJHSPpUQD,202509,aRXfvyonenP,12,1539.48,128.29
fbfJHSPpUQD,202603,en0j7qFnySQ,9,2628.2,292.02
fbfJHSPpUQD,202511,U4FzUXMvbI8,21,1914.97,91.19
fbfJHSPpUQD,202603,E4jn4059Y1x,9,2247.55,249.73
fbfJHSPpUQD,202509,egv5Es0QlQP,5,1975.49,395.1
fbfJHSPpUQD,202507,cKXicCOquXe,23,1964.22,85.4
fbfJHSPpUQD,202511,S9QckzKX6Lg,7,1430.44,204.35
fbfJHSPpUQD,202508,dczh6Jfd4no,18,950.59,52.81
fbfJHSPpUQD,202603,lsqa3EEGHxv,10,2599.74,259.97
fbfJHSPpUQD,202601,CEoD9uQVIZB,10,2146.63,214.66
fbfJHSPpUQD,202601,SzEmaH63Qe8,13,2271.99,174.77
fbfJHSPpUQD,202507,dNT8lAL4zGo,18,2909.63,161.65
fbfJHSPpUQD,202506,G5NCnFJ3bbV,25,2182.62,87.3
fbfJHSPpUQD,202511,RAsstekPRco,19,2260.67,118.98
fbfJHSPpUQD,202508,TbiRD4Bsz4Z,6,1757.98,293.0
fbfJHSPpUQD,202601,dBD9OHJFN8u,3,934.34,311.45
fbfJHSPpUQD,202601,q5kAX5MyPB6,16,2942.41,183.9
fbfJHSPpUQD,202601,UUZoBCSn245,20,1902.63,95.13
fbfJHSPpUQD,202511,GcwGqLqyi1M,9,1358.26,150.92
fbfJHSPpUQD,202510,ZoHdXy2ueVn,25,1196.94,47.88
fbfJHSPpUQD,202507,kSo9KSpHUPL,26,1365.47,52.52
fbfJHSPpUQD,202507,DUDHgE5DECu,12,884.45,73.7
fbfJHSPpUQD,202505,mYMJHVqdBKt,40,1788.06,44.7
fbfJHSPpUQD,202512,ZsjXrmZS59z,1,721.8,721.8
fbfJHSPpUQD,202602,jIkxZKctVhB,34,2266.66,66.67
fbfJHSPpUQD,202508,DwlFKzDSuQU,16,2809.79,175.61
fbfJHSPpUQD,202511,SoXpnYO84eZ,4,2579.2,644.8
fbfJHSPpUQD,202603,PEZNsGbZaVJ,70,1020.08,14.57
fbfJHSPpUQD,202508,K00jR5dmoFZ,3,1266.38,422.13
fbfJHSPpUQD,202604,IlMQTFvcq9r,20,551.48,27.57
fbfJHSPpUQD,202505,SptGAcmbgPz,13,2151.62,165.51
fbfJHSPpUQD,202507,rNaQEFRINbd,14,733.95,52.42
fbfJHSPpUQD,202507,P4upLKrpkHP,45,954.69,21.22
fbfJHSPpUQD,202601,NfE9gvFwLIF,113,2132.92,18.88
fbfJHSPpUQD,202601,kpDoH80fwdX,53,2099.05,39.6
fbfJHSPpUQD,202601,IlMQTFvcq9r,22,2085.13,94.78
fbfJHSPpUQD,202602,vlNXjc2lk9y,10,2280.3,228.03
fbfJHSPpUQD,202601,zLiMZ1WrxdG,17,2523.46,148.44
fbfJHSPpUQD,202507,MErVkzdbsP5,3,1920.34,640.11
fbfJHSPpUQD,202512,K3jhn3TXF3a,43,2424.45,56.38
fbfJHSPpUQD,202508,f6xGA6BZBLO,8,1596.89,199.61
fbfJHSPpUQD,202505,C1zlHePEQe6,20,793.14,39.66
fbfJHSPpUQD,202506,Dbn6fyCgMBV,38,914.48,24.07
fbfJHSPpUQD,202604,Jd7G0NYBTx1,10,2593.34,259.33
fbfJHSPpUQD,202506,uFp0ztDOFbI,10,2068.22,206.82
fbfJHSPpUQD,202512,ih77LC7LE1p,6,1671.06,278.51
fbfJHSPpUQD,202603,HVQ6gJE8R24,8,1701.21,212.65
fbfJHSPpUQD,202505,Yc8Cmr5XS4B,26,1368.34,52.63
fbfJHSPpUQD,202509,uFp0ztDOFbI,4,1419.35,354.84
fbfJHSPpUQD,202512,YhBJbiD5N1z,1,1677.41,1677.41
fbfJHSPpUQD,202508,AQQCxQqDxLe,36,713.32,19.81
fbfJHSPpUQD,202510,aXsLBCzwYWW,13,1448.63,111.43
fbfJHSPpUQD,202603,PwoQgMJNWbR,10,875.31,87.53
fbfJHSPpUQD,202510,N3tpEjZcPm9,12,2507.78,208.98
fbfJHSPpUQD,202507,aQoqXL4cZaF,17,2935.74,172.69
fbfJHSPpUQD,202601,F2TAF765q1b,11,2965.6,269.6
fbfJHSPpUQD,202511,XJI24bY3AN7,20,879.5,43.98
fbfJHSPpUQD,202512,nDwbwJZQUYU,8,1950.67,243.83
fbfJHSPpUQD,202510,NDqR2cWlVy3,7,2947.04,421.01
fbfJHSPpUQD,202512,g5lonXJ9ndA,42,1836.48,43.73
fbfJHSPpUQD,202602,W2KnxOMvmgE,23,683.6,29.72
fbfJHSPpUQD,202603,w0QDch3dyPH,13,1990.38,153.11
fbfJHSPpUQD,202602,weLTzWrLXCO,10,2472.59,247.26
fbfJHSPpUQD,202510,wqbyzbQ78oI,18,858.16,47.68
fbfJHSPpUQD,202511,eRg3KZyWUSJ,6,1883.88,313.98
fbfJHSPpUQD,202507,PFZbQjwty2n,25,2648.24,105.93
fbfJHSPpUQD,202602,aV9VVijeVB2,3,1870.99,623.66
fbfJHSPpUQD,202511,mokUyyg3olJ,7,2796.79,399.54
fbfJHSPpUQD,202511,So2b8zJfcMa,18,2640.33,146.68
fbfJHSPpUQD,202510,fmkqsEx6MRo,41,1434.69,34.99
fbfJHSPpUQD,202601,prNiMdHuaaU,30,2113.4,70.45
fbfJHSPpUQD,202511,d7hw1ababST,6,632.13,105.36
fbfJHSPpUQD,202506,F7u30K5OIpi,25,2440.85,97.63
fbfJHSPpUQD,202509,PHo0IV7Vk50,21,2630.53,125.26
fbfJHSPpUQD,202512,wbtk73Zwhj9,10,1056.42,105.64
fbfJHSPpUQD,202511,mGmu0GJ5neg,26,1790.78,68.88
fbfJHSPpUQD,202508,QII5GqfDfO3,11,1300.04,118.19
fbfJHSPpUQD,202512,AIM09vwxjoN,9,2320.58,257.84
fbfJHSPpUQD,202511,wtdBuXDwZYQ,22,2409.53,109.52
fbfJHSPpUQD,202601,LOpWauwwghf,16,1433.38,89.59
fbfJHSPpUQD,202510,cDRQOxX1wHO,9,1989.59,221.07
fbfJHSPpUQD,202507,tR6e8k99ODA,5,2389.23,477.85
fbfJHSPpUQD,202505,TWH05Rjz6oT,9,2850.99,316.78
fbfJHSPpUQD,202602,NJolnlvYgLr,9,1442.01,160.22
fbfJHSPpUQD,202505,vxExu6yOYLg,15,2435.37,162.36
fbfJHSPpUQD,202604,BzEwqabuW19,28,2718.55,97.09
fbfJHSPpUQD,202602,Q2USZSJmcNK,28,1791.01,63.96
fbfJHSPpUQD,202506,Hu31NCRjZlj,18,2871.27,159.51
fbfJHSPpUQD,202511,hzf90qz08AW,13,2609.05,200.7
fbfJHSPpUQD,202511,UlgEReuUPM4,25,2078.52,83.14
fbfJHSPpUQD,202603,wB4tSXlryyO,40,2651.15,66.28
fbfJHSPpUQD,202507,XmfqaErvQ2T,21,1696.83,80.8
fbfJHSPpUQD,202601,BzEwqabuW19,25,1105.37,44.21
fbfJHSPpUQD,202511,U514Dz4v9pv,98,2964.12,30.25
fbfJHSPpUQD,202506,SFQblJrFblm,22,585.44,26.61
fbfJHSPpUQD,202512,oLuhRyYPxRO,10,2464.4,246.44
fbfJHSPpUQD,202508,Xytauldn2QJ,5,916.03,183.21
fbfJHSPpUQD,202508,EO6ghLtWv4W,13,1191.1,91.62
fbfJHSPpUQD,202505,EFTcruJcNmZ,14,2352.18,168.01
fbfJHSPpUQD,202510,EUUkKEDoNsf,33,1394.82,42.27
fbfJHSPpUQD,202604,AiGBODidxPw,7,2818.73,402.68
fbfJHSPpUQD,202603,JQJjsXvHE5M,7,2266.57,323.8
fbfJHSPpUQD,202604,HC2NlwpoXfb,10,2542.12,254.21
fbfJHSPpUQD,202604,irVdYBmHBxs,12,1636.02,136.34
fbfJHSPpUQD,202507,VXrJKs8hic4,6,2273.44,378.91
fbfJHSPpUQD,202512,oIgBLlEo6eH,10,2156.27,215.63
fbfJHSPpUQD,202512,EuoA3Crpqts,38,824.22,21.69
fbfJHSPpUQD,202509,MPUiud3BYRq,18,2986.29,165.9
fbfJHSPpUQD,202510,fRV3Fhz1IP8,14,2715.72,193.98
fbfJHSPpUQD,202505,K00jR5dmoFZ,10,1649.33,164.93
fbfJHSPpUQD,202505,QII5GqfDfO3,19,1726.34,90.86
fbfJHSPpUQD,202512,WOk7efLlLSj,6,1917.6,319.6
fbfJHSPpUQD,202601,HC2NlwpoXfb,12,1030.94,85.91
fbfJHSPpUQD,202602,MUnd4KWox8m,32,2371.87,74.12
fbfJHSPpUQD,202512,zAyK28LLaez,5,1724.9,344.98
fbfJHSPpUQD,202604,prNiMdHuaaU,26,928.77,35.72
fbfJHSPpUQD,202601,wB4R3E1X6pC,59,1825.78,30.95
fbfJHSPpUQD,202505,XuGfiry96Bg,28,625.06,22.32
fbfJHSPpUQD,202601,qcYG2Id7GS8,15,2510.24,167.35
fbfJHSPpUQD,202505,amgb83zVxp5,15,894.72,59.65
fbfJHSPpUQD,202506,IWb1hstfROc,6,1110.23,185.04
fbfJHSPpUQD,202512,FupvWBUFXr7,22,969.0,44.05
fbfJHSPpUQD,202506,TljiT6C5D0J,17,2666.34,156.84
fbfJHSPpUQD,202510,fNL2oehab2Q,10,2005.15,200.52
fbfJHSPpUQD,202507,g031LbUPMmh,16,2705.75,169.11
fbfJHSPpUQD,202508,EmTN0L4EAVi,10,1037.28,103.73
fbfJHSPpUQD,202604,Yj2ni275yPJ,31,1477.07,47.65
fbfJHSPpUQD,202602,OynYyQiFu82,9,1334.47,148.27
fbfJHSPpUQD,202509,Ea3j0kUvyWg,41,1810.4,44.16
fbfJHSPpUQD,202604,J3wTSn87RP2,19,2516.48,132.45
fbfJHSPpUQD,202604,g8upMTyEZGZ,9,1995.12,221.68
fbfJHSPpUQD,202602,PybxeRWVSrI,7,568.79,81.26
fbfJHSPpUQD,202602,tt9XZYR5avl,4,826.75,206.69
fbfJHSPpUQD,202603,GhDwjKv07iC,8,2567.14,320.89
fbfJHSPpUQD,202602,OI0BQUurVFS,79,1473.17,18.65
fbfJHSPpUQD,202603,q56204kKXgZ,30,683.78,22.79
fbfJHSPpUQD,202505,XePkcmza9e8,40,965.28,24.13
fbfJHSPpUQD,202507,OUPkxfQld8y,20,1110.02,55.5
fbfJHSPpUQD,202602,cd3U2Tp0qR2,16,2886.55,180.41
fbfJHSPpUQD,202602,FZxJ0KST9jn,27,606.25,22.45
fbfJHSPpUQD,202512,cJkZLwhL8RP,21,2291.69,109.13
fbfJHSPpUQD,202508,Eyqyhztf8G1,9,1545.83,171.76
